# Segments csv created Sun Mar  5 10:54:31 2017,,
# num_ytids=22160, num_segs=22160, num_unique_labels=527
YTID,start_seconds,end_seconds
kMmjr8deHis,40,50
kN8YuYZsWto,30,40
kNLZzx-cVV8,10,20
kNSWopHzLto,10,20
kNSrJnwtc8c,310,320
kNVmUxvzNi8,540,550
kNZyGPKxgi4,220,230
kOBh4NZ4wZQ,70,80
kOREaTKeyZw,30,40
kO_AKdCyuic,200,210
kP1ysCvMSWI,10,20
kP5tBLiNRmQ,20,30
kPhsRXh4V7A,380,390
kPsSzq1NEM4,100,110
kQ5KzRQ_e7E,0,10
kQCy7XXb7Ws,300,310
kQMQkpvuSzA,10,20
kQgvIbVfj7U,60,70
kQnFvYmAJ6E,310,320
kR-l99PFqJY,350,360
kR2f1XYlWms,0,10
kR2yBlL6nFU,50,60
kR7AQbDQ40I,30,40
kRVBZ5zZUdU,70,80
kRc8NwncGGs,90,100
kRlFvV88cdc,30,40
kSHVv6Ly-Lk,30,40
kSZma1-lhP8,60,70
kSga3oo9OLk,100,110
kSu1zqB4Ttc,30,40
kSxboTQfH-E,10,20
kTBajs0hVhk,0,10
kTBlMy4dtC0,30,40
kTIODjbekGg,0,10
kTXk5Yh8Oxc,180,190
kU09i50pg6o,70,80
kU5_oNlg1tE,30,40
kU9CH-9oTs8,100,110
kUGg9_N_GDk,30,40
kURlU1hmvC8,220,230
kVQbu_BsZ9o,10,20
kVaQA3PhSio,0,10
kVtDjNkOY-c,0,9
kWTuTNmyers,100,110
kWjt5M1_xbY,380,390
kX5bTiq5eBo,30,40
kX7chujFCrU,370,380
kXApHFgX2HQ,80,90
kXCfFp7dF7A,70,80
kXHb-mZ4YVU,180,190
kXKrnLRp69U,30,40
kXQDE8Jg2l8,30,40
kXW1jr89sSQ,50,60
kY0Gz-FU960,530,540
kYM-qe5YGf0,30,40
kYSCGPzGleA,29,39
kYXuRiO31SE,70,80
kYZPbv50Ag8,330,340
kYekWxe1cYE,0,3
kYfH6OmGgmA,50,60
kYrJadZmjm0,50,60
kZ-41pZ1jfk,30,40
kZE1A_eeyNM,420,430
kZECRl2sG7U,120,130
kZGQk_Nv_aA,80,90
kZGf-nqswT4,10,20
kZPz8ExTzBk,280,290
kZUzFVaeRMs,66,76
kZWJHJuMWkg,40,50
k_3JWsS2m0g,520,530
k_5zELmun9E,30,40
k_Crj67u6_U,10,20
k_ET0i2y0Ow,30,40
k_GjrBUfdUI,0,10
k_WuEN7rANM,30,40
k_kRSOra2qA,280,290
kaI31euhEYE,70,80
kaU4Sr5tbYY,14,24
kac3Uf288k8,300,310
kaqKCImFl8I,0,10
kazGyM3SLEA,50,60
kb2HZHHrLT4,170,180
kbMrZ7BE9hg,40,50
kbZN04LC1dA,30,40
kbZjziE7ol8,10,20
kbtHVqb72Q4,27,37
kcENP3Rs7ng,490,500
kcNdIGJpvLM,30,40
kcTwJwdLTSo,50,60
kcYlotOXx7Q,30,40
kcnc66tQlxg,30,40
kd8T7W15ItY,30,40
kdF7ulf5gec,8,18
kdiHeL2alIY,30,40
kdlsA_olfVs,100,110
kdxW11WBlQE,150,160
keDDfzMRHfg,80,90
keMmM3P4BRM,80,90
keUDMw4i2HY,30,40
kepd6_X_vS4,310,320
keqETlk1VxE,16,26
kf-6vmcI3m0,30,40
kf50dAfvfco,10,20
kfWufHJaH2U,260,270
kffH6EmdjrI,310,320
kfn6eQFFfg0,20,30
kfntpNM1-dM,0,10
kg0bFnLy9wY,0,10
kg7PouRs2Lg,400,410
kgIRzYILro0,210,220
kgggCMJft60,18,28
kgvx9drZXpk,170,180
kh2edY_BH2E,20,30
kh6rmFg3U4k,480,490
khHu5BLImdE,100,110
khVk4pTS0bE,230,240
khY9C2H5u9s,70,80
kht7QkqcTDo,280,290
ki9BYUdw7ag,120,130
kiLbBNgiNMA,0,10
kieLTFaCZFU,310,320
kijht7XgElk,7,17
kiu-40_T5nY,0,10
kj-ztpj4FO8,20,30
kj1hFWgc98s,30,40
kjC2NZ833BQ,16,26
kjRZTQGDY5I,570,580
kjRaoBHgWXQ,30,40
kjlkpuTp2vw,30,40
kjmZxGc7GjU,400,410
kjmmzA6i5rk,60,70
kjsUeDTJgCk,20,30
kjwlrvcKcfI,30,40
kk21JTzdxzY,30,40
kk2vDHnk060,20,30
kk6L4ZMc2B4,310,320
kkIRLR_77UQ,120,130
kkOGbgGJLF4,170,180
kkdZ_qz_Rjw,210,220
kkjNpwNcMWI,190,200
kksZd-SAaCw,440,450
kkyt--rR76k,260,270
klIrRJTjlE8,110,120
klY_rWHy_Bs,0,10
klZUxsNdcas,340,350
klocXUu9lPs,30,40
klshjoyXTkw,30,40
km7f3CIRquI,0,10
kmZFn-CQ19A,30,40
kmgfFayUc9o,110,120
kmmK69N3Om0,20,30
kmnLr4SLJUc,230,240
kmo9e7DzKlk,160,170
kmsfD2ko-Nk,230,240
kn-o-REucNY,50,60
kn6pqOYbIBo,6,16
knHnuYdzlGg,90,100
knn0QET_7DY,30,40
koDSoxkJyJg,100,110
koRoV31dRog,40,50
koV7h_P3_cg,110,120
koZiVapPW4Q,220,230
kob9fEpULI4,80,90
kop1p3bRbNI,10,20
kowLxgegUHA,10,20
kp5OxEzxuSg,280,290
kq05v9uyFwo,140,150
kqkygZOYvPU,50,60
kr6MJI36ge4,30,40
krCoBVQZLiQ,30,40
krmJMYNBwHE,90,100
krsSyyW_qW0,110,120
ksGYlxV4v6A,0,9
kseqhhdlsg0,130,140
kskEIzqP7eM,10,20
ksknF9So7wo,10,20
ktDdwUEyb3A,0,10
ktY0KVOJAU8,120,130
ktiIeVqXtUg,30,40
kuj0Oi2_7yU,0,10
kuvq-X9sdr0,60,70
kvRx-I-gyAo,150,160
kvVFax9ObDQ,290,300
kvaX9gWrqJs,240,250
kvcxGsnLCdA,30,40
kvrCz1fDugM,7,17
kw2wPVxUgQY,150,160
kw5kCegHsyk,40,50
kwNbjG4BTms,20,30
kwhrIqyjI3I,90,100
kwy6BPrJXtw,90,100
kx5L4FZboRw,100,110
kxBYDQKUtag,320,330
kxdfSvvdZfo,140,150
kxlWRgKK1RU,25,35
ky48d3dPjuE,10,20
kyTQBpg2-rc,0,10
ky_FZez8NeA,0,10
kylGSfigW9E,210,220
kzSPdow5IF8,0,10
kzVbcE4NiRo,260,270
kzVtVXqDqEc,80,90
kz_DD4hbFv8,70,80
kzl-HKypuyg,27,37
l-RPgf9iPQk,30,40
l-RdHtsYWBY,70,80
l-j82fp24_U,160,170
l-m-duR5kmg,70,80
l-rA9a34Mq4,310,320
l02zrr6FC9M,40,50
l08Nz9qlbIE,20,30
l0Nj3AU9AGY,30,40
l0fCHZhKEDA,30,40
l1Fof3Y-ZbQ,100,110
l1RTj3pN1BI,30,40
l1TthGJjkpM,30,40
l1mqdZr3XEU,0,10
l21f-RphoQU,60,70
l21xSYRR_Xc,30,40
l2T6QdLMgN4,20,30
l2sl1GW2ia0,30,40
l2xa2r-0bTI,250,260
l3ARyo7yFzo,30,40
l3DJ2MJ5CzY,20,30
l3M_6Ofd5_Q,480,490
l3YrliBpOdM,400,410
l3cPOk6f4CE,370,380
l3k-YWjU5lw,30,40
l3rk6u0X0AQ,0,10
l3sbm7M28ug,430,440
l47p5if3xOA,30,40
l4P7f1VgSSU,380,390
l4RrlP_y7mo,160,170
l4Z5jciACfM,550,560
l4ZGhLhhoHw,13,23
l4rbQ0x6Xqw,1,11
l5IEFoQ_BTQ,340,350
l5QRXA-6AXA,50,60
l5RBQic58Bk,0,3
l5czkmOQDkQ,70,80
l5pjwm751eM,30,40
l5rYXr0uxFw,60,70
l5sbP_vmgl8,240,250
l5zTlQmj5R4,30,40
l6-5TsLJ4HY,200,210
l65r6t1vfJ0,90,100
l6BkB2mTkRE,80,90
l6KV3wj3ASA,10,20
l6LUPlmua6I,70,80
l6NOiHLypU4,220,230
l6Y5_LwfmRE,220,230
l7HJwsT-2eE,100,110
l7IGRkRU1w0,500,510
l7UOUlAhM9E,540,550
l7_OsTk1GgY,30,40
l7b6OxAb7D8,110,120
l7mSUe1bxyE,30,40
l8P2wU-JyI8,30,40
l8cLQ1s2U7g,400,410
l8dctXV0B94,120,130
l8suYZY8q1I,30,40
l8wsUOakfFM,130,140
l9_XTpqRgFA,130,140
l9kNnBvzQyE,500,510
lA4kSkZCp6w,250,260
lADzLzhjqPw,190,200
lAMiOhScSPg,60,70
lAw3wzqKhGU,130,140
lB5wREZLKI0,80,90
lBRm04QHtxY,30,40
lBSS2AbA560,30,40
lBZOmW0TBqI,180,190
lBnjix5PDHI,60,70
lC9ftP87lq8,80,90
lCiZ8pMnLV4,0,10
lDGQu122JdU,190,200
lDK7IOxB-aY,160,170
lDNeRnYNzxg,30,40
lDZ4Aa4nyHI,10,20
lDbgDRNmhYs,60,70
lDnYXLGEEFQ,30,40
lEjMqpFRD2o,20,30
lEvAQajbphM,30,40
lF7OnfNk3qs,290,300
lF7vsYSI9Ro,70,80
lFWIKXZX-GA,30,40
lFrpmhObhMs,0,10
lFv1MJSSWNs,30,40
lFvclBS73Xg,30,40
lFzhCz2Uzaw,23,33
lGKcsTLBAvw,10,20
lGVE1ztEzzk,60,70
lGf_L6i6AZI,20,30
lGttYO2WqCk,30,40
lGvrHKtXocU,30,40
lGxlI7s7sl4,40,50
lH6qxlpytrQ,150,160
lHtpt1QwjBo,300,310
lIAswCqv_K0,310,320
lICArD8P-zY,470,480
lICkQWtquPM,0,10
lIeepA5D3wI,21,31
lIk_-vI43S8,90,100
lJYpbAleJhU,110,120
lKJHHIJ2n5s,30,40
lKOQ0BzEZ6k,380,390
lKRyH-hoSWE,10,20
lKdJ2NEvD3A,30,40
lKzu-WDSz3s,80,90
lLA7dQ-uxR0,60,70
lLFKsi7OYms,30,40
lLFTdmM7nSE,10,20
lLKtftv_ku8,5,15
lLLoWKK6lpg,80,90
lLoR_uvFYSY,0,10
lLsRxRErkbQ,430,440
lLw61W-Pkeo,0,4
lM-vvdglD2o,40,50
lMBDn8ExqCI,14,24
lMYK91KmQ6g,0,3
lNi3Pv7r7vw,0,10
lNnj9q0oVLY,90,100
lNqK6lfAexI,30,40
lPCl9s_Ea8A,110,120
lPUi0Uu2cVg,360,370
lPfOrNtJXwo,30,40
lQ9Pg649MhE,40,50
lQZKiYQjMro,40,50
lQaWp4SxWes,30,40
lQcjnPc2raA,30,40
lQinJ8ECmso,200,210
lQwIiiyiEDY,10,20
lRBMqTKFAl8,540,550
lRC2lurjPBw,30,40
lRTeWmoeen4,100,110
lRZcTLOAfdc,30,40
lR_7_vKZbMw,0,10
lS5TIcLJXTw,60,70
lSFK4lMHjfg,40,50
lSJFfkii_Gg,320,330
lSK8WWeAtZ8,390,400
lSU8J5Z1LwQ,27,37
lSaiA2tIgw0,100,110
lSb7Y-_3to8,30,40
lSbCqHZy_l4,110,120
lSdTZZBaEWo,20,30
lSx2zMHqF-0,90,100
lTAUV1Yj4NE,170,180
lTAfSpsyTSI,70,80
lTGJX5f2scI,80,90
lTisQuUi4oo,70,80
lTuEsrVV6Uw,120,130
lU1EQwPuqu0,120,130
lU2P2bz4oaU,4,14
lUFhLUfJtQM,30,40
lUP2iPc4i3Q,10,20
lUQTmTqvgUE,170,180
lUp9WnLYetg,30,40
lUt8rE9tYo0,40,50
lUtyXvi7N_s,30,40
lVCUaqXeBjY,70,80
lVE2JEdZcQQ,280,290
lVHopwH5tSE,10,20
lVN5gCicLLA,360,370
lVOzir65Ztw,40,50
lVQP0L9CgNQ,270,280
lWDYbFDhV8k,20,30
lWIDThld_ec,110,120
lWYgNQCQqIA,10,20
lXKcMAOR9-g,30,40
lXZvyoTPpoc,10,20
lXdmdwthNLc,110,120
lXkN24jlJM4,270,280
lXrypwLQO3U,100,110
lY-Eh_tQtII,30,40
lYJAqOpp6RM,90,100
lYP-Xc9mYCA,450,460
lYVFsSFpsVw,0,10
lYYKDnied3g,50,60
lYpPHXcWubc,70,80
lYqEjV8AuNo,80,90
lYtoy8sa-Q0,30,40
lZ6X__g9WaY,190,200
lZavPVn7O4Q,180,190
l_6AWXaSQKE,30,40
l_DS-zKKP4o,200,210
l_Klfaet9ow,80,90
l_mBb0DhrgU,140,150
la2OWkKy-5I,57,67
laHuV00LwLI,30,40
lacvOs_2sxw,20,30
lbIeTwkOrZo,30,40
lbORjWw_6No,20,30
lbfGgEGddak,280,290
lbwwB1Tbbxo,30,40
lc0cfPqIN1s,10,20
lcHxU6r6CE8,0,10
lcaRpShgGhY,10,20
lcbhO15SASw,30,40
lcgKlZ1xFGk,70,80
lchBmQGycso,20,30
lcqmS302KPM,50,60
lcsXJGayG9I,190,200
lczsLSLFbQ4,200,210
ld4f10OLMgU,190,200
ldPcujHM1RQ,30,40
ldbYC9v0UGc,30,40
lds-qZiYV7A,30,40
le4C2HeNrdQ,30,40
leEtV2fZp8o,60,70
lePP2BaZhJU,10,20
leUP3MHTpiI,30,40
leVz0OdLXFE,30,40
leX17R6VUew,30,40
leafx-yErPE,10,20
leiPemYDg-8,110,120
lfCWGQ6URds,60,70
lfOkxGLEz3Q,250,260
lfe4TfpbAfk,260,270
lftvEs04jjQ,60,70
lfuL2P4N3gI,40,50
lg1h7X4QgRY,150,160
lgIjcGYmoyc,50,60
lgLU93ZOdGU,260,270
lgbFrAr4jMI,460,470
lgz16b8xKuQ,0,4
lh6ZDusOGwU,9,19
lhaE5Mv5dKQ,40,50
lhiQ_aHj7MI,170,180
lhizlCmlbYY,50,60
li2wrcj2W-Y,260,270
li8pHbE1o_g,24,34
liDk5JhUyoQ,20,30
liEXSOiURY8,100,110
liI7lwDrEMc,210,220
liIZaQIwABY,30,40
lifT5szrNyo,110,120
lim2KRJVpHQ,490,500
ljQTUkMKkZI,30,40
ljdcc77Xs-I,510,520
ljkxjmTcFuE,160,170
lk0rG_B4In8,30,40
lk2EF1eBpkk,30,40
lkMoYvWdTaw,30,40
llAdPBw_iLk,170,180
lld_AJcucqI,470,480
llgsi8uZDTc,30,40
llpHV5JqB_Q,140,150
llpnRcwTZ9Y,160,170
lmEiT0_7b0k,30,40
lmRgTQ6QxgE,30,40
lm_K_5nwhCk,440,450
lmjQtKBtke4,249,259
lnCCP97BCeI,450,460
lnClssYHVsE,30,40
lnJdWXRgjKo,30,40
lnS0Q8HeYQs,30,40
lnnlghshsVo,30,40
lnrNzyDHTe8,170,180
lo9KsHFNke4,30,40
loTHL2OyYjA,30,40
lomPk1cKptE,30,40
loxR5v8vu_w,500,510
loyHHBilYPM,80,90
lp0ZopP6XAk,30,40
lp2yW9Cw8z8,80,90
lp34OPr-9AY,100,110
lp8gUJQvsSs,370,380
lpHa-S_x1LA,350,360
lpID1blMc5k,30,40
lpxk0HOjgW4,5,15
lq5fU2eD28Y,140,150
lqd0UgOglJU,40,50
lqgCdrNQuwQ,40,50
lrSRyiT0mSo,30,40
lrfyLyZbObc,30,40
lrxjZuChszc,110,120
lsVvktXypc4,330,340
lsrlvha5Z_M,10,20
lst8dwdCJAo,120,130
lt-jiIXkOmY,40,50
ltcywL9soJ0,20,30
lu3jRbYs780,110,120
luVp3elLSGQ,30,40
luWrlEnvmoQ,30,40
luxVmtNzH1U,170,180
lv6op2HHIuM,0,10
lvV-7jYDNZs,180,190
lvi0RjGP2R8,280,290
lvtAPn1aqQc,30,40
lvtn_PxRQm4,120,130
lw-PPnW91Io,40,50
lwCZZEBgqg8,90,100
lwLk_X9xYJA,90,100
lwQVcLxFBIQ,20,30
lxDDJu4Sgco,130,140
lxDKoov1RoU,0,10
lxFxGTeuh0o,100,110
lxrDreCz5BE,30,40
lxtqxJsqHS4,110,120
lxzSLdwUQyM,30,40
lyYppbjAROE,520,530
lyapYAgakgs,30,40
lyuULnLsc4w,30,40
lyzn7VdQmsA,170,180
lz8Y28KnnFM,60,70
m--xEFqqrLc,60,70
m-12e3y4DPQ,90,100
m-GGo6D1qnw,390,400
m-Hl77LCkWw,30,40
m-Qo35y4GPQ,40,50
m-S-yqzlOj4,170,180
m-VO1GSLsfE,30,40
m-eyGzf9Ux4,250,260
m09BCBzWi-U,240,250
m0FhT3UnXjA,380,390
m0W_WgQl_8c,30,40
m0_NYTFhvgs,60,70
m0vwa8RWzXg,260,270
m160FX9Sln8,120,130
m1k9Selk_3I,18,28
m1ov6te6jK8,70,80
m1yOTcjRjcM,11,21
m29qZYx1sHc,300,310
m2MOS4hpwxo,0,10
m2QZEuu2n18,20,30
m2SM-SdOJxI,70,80
m2d1CFe1Ono,0,10
m2g9-zbgdIM,130,140
m2h996KM-iY,270,280
m2qOCSn0nKM,30,40
m2zs1UGyrcc,280,290
m3DJiOxB-ns,30,40
m3M8wMyXmUk,30,40
m3QtD1HEHOg,30,40
m3ea7VjRNR4,30,40
m3gTh1f-8pk,40,50
m3k49-2ZUp4,420,430
m3kb8GFAvtI,240,250
m3pz2Kd1IPE,30,40
m4Mo4aXY0w4,10,20
m4Z_WV_NE8Q,70,80
m4bBsvuS4EU,280,290
m4rvKYmgMPc,30,40
m50hi3spgZ4,140,150
m52UhgCxmaE,120,130
m5F0Lq03spM,30,40
m5IvF38dyD8,120,130
m5QM9f_r4qY,30,40
m5UX38J1UoU,10,20
m6PtVTwG4UI,7,17
m6Q53Ouf0AM,30,40
m6d2TTB8VM0,20,30
m7HwQGX_zjA,30,40
m7cfUT9c9dQ,170,180
m7pJFsP8wtc,290,300
m8-aK8egg84,90,100
m87mO5m2LmU,50,60
m8ZA49ubaf8,230,240
m8bBtOHRVTA,30,40
m8cWrsyJQto,30,40
m8poFnEbvW8,180,190
m8qlGtuazZM,40,50
m8uHowdxvsE,260,270
m8wx0nDP6C4,30,40
m9-xo9XN81M,30,40
m9l9Qr0odVA,180,190
m9tnNkon_iw,30,40
mA1UxREUs5c,3,13
mA3a_CFGCa0,30,40
mAF3DqBN-Z0,330,340
mAmaUI7_uZ0,30,40
mB2FAS0DNkk,60,70
mB9xawYAQOw,30,40
mBG-st0VUXs,480,490
mBGGuMrp9ko,220,230
mBNvhnsEOrc,19,29
mBWqKWuqiTE,30,40
mBv7fHPICxo,0,10
mCKwki7LeZ4,30,40
mCSuCWZiiTM,100,110
mCX6SHv3OUQ,0,10
mD-Ec0NsjIg,230,240
mDR4fr0TnaM,6,16
mDYp4Ks6JXc,120,130
mDx0YO-kz3g,30,40
mEDLOYAiXCE,0,10
mEHNGl0WQU8,20,30
mEUh6uoj7qc,19,29
mFcHGbnNtSQ,70,80
mFp1nrnlGx4,30,40
mFwURBjeSn8,30,40
mFyS3HekU9o,290,300
mG4m7Kga5Rs,40,50
mG7ZlbuEcr4,70,80
mGD6gamyX5A,0,10
mGU4ZRstxpY,140,150
mGleDc1oT0w,30,40
mH2y5B7aTWo,540,550
mHPeZzWcOeQ,40,50
mHWFt9zlMYU,360,370
mHduLcb-gXc,300,310
mHf7COLGcD0,170,180
mHsq8CQryyU,0,10
mHxGqJ4A_XA,180,190
mIkW7mWlnXw,30,40
mIneYo1xzM0,450,460
mIokWLGXMs4,30,40
mJCXBevvrp0,30,40
mJEmgYJ7Z4s,0,10
mJKaCvaWPu8,30,40
mJX_kwUUQ5A,0,10
mJY4khIQGck,140,150
mK3O4H_PNUk,10,20
mKIapkfnAGY,130,140
mKTaDGa-hCc,130,140
mKtM5YPwgQk,300,310
mKygFOtbUDI,30,40
mL3GCt-X9Nk,30,40
mLGcsQKHLLg,15,25
mLK8eG2JcB8,180,190
mLR9bx1mS90,30,40
mLgKcmNnMyw,180,190
mLsXR-EqyVo,30,40
mMJPbv1LijI,60,70
mMT1kEejAG8,20,30
mNVGTRu7120,70,80
mNdUDGxiRVM,490,500
mNsYlojC_kM,230,240
mO99Qlj7csQ,30,40
mOCrTCUuPR8,20,30
mOFyRCMlXIo,330,340
mOTjFSnE3JU,70,80
mOYkqGGq82Q,30,40
mObWGwbKQIQ,90,100
mOmHE_P9znc,140,150
mOmYcOBqhwo,30,40
mOnPgI8vfiQ,80,90
mOx0YEidsIg,0,10
mOzJBSUH28g,30,40
mPGmSYLlTTs,30,40
mPqj688FJLY,580,590
mQ1E8rx2dnI,220,230
mQBb5YLdaEU,30,40
mQNUrYoFM2E,30,40
mQQrhLsug3Q,10,20
mR10DRflzF0,160,170
mRKud6yP4iU,440,450
mRSAoBtjLjI,10,20
mRgeey05UNs,30,40
mRhxMKJsTjg,30,40
mRigmHeo4dE,70,80
mRjkKWN3HiI,110,120
mS9Ycwq6p7Y,0,6
mSM-W0CorRY,40,50
mSidbz4LB_A,30,40
mT4ApkTyEAw,30,40
mT5tvjwIPOo,90,100
mTUgsPfWiwM,10,20
mTXBC3peZU0,480,490
mTeBbj9nIMU,30,40
mTgLozfklVc,70,80
mTkHFF-jcvE,10,20
mTywScWhTxI,120,130
mTzn4_0qVwc,0,10
mU-Z9qP6SWc,70,80
mU6cfEWw5Og,180,190
mU8J0PSY28I,160,170
mUE-IlUrLr8,30,40
mUPc_gquM0E,70,80
mUmZIVNvixE,30,40
mUqHiEeLGPk,30,40
mUvMGoyCiyI,300,310
mV3SLqlHCI0,180,190
mVDMBQ1ex3A,30,40
mVPswGyxPNY,400,410
mVamaP3xUw0,20,30
mVpOTaBG98o,180,190
mWL9_WIbykw,20,30
mWS_2Cq85VQ,30,40
mWuX--EEq2E,280,290
mX45CiTjf8I,30,40
mXeBVF-1VOk,80,90
mXez6CVBpuo,0,10
mXp9mYvD_eg,0,10
mXpUZpMLANw,30,40
mY734i-keE0,40,50
mY8nrRXgGXw,30,40
mYHnQPDiatw,20,30
mYPbOYfl9ME,30,40
mYRRnFNNIBo,90,100
mYehsuARe6A,40,50
mYjaMHySsr4,0,10
mYpQQGbQfdo,30,40
mYsjO2kEXRA,110,120
mYsyMyNO7Ss,0,10
mYuaLETWuHo,10,20
mYwlJS_9fTA,40,50
mZNNWTrvGoA,30,40
mZkuT_G8z5M,11,21
m_39THY6PfY,30,40
m_R8mUEGEYk,40,50
m_YrYZlGvKQ,10,20
maBGQMZwkzE,300,310
maZ3b5w6xVI,440,450
maZhWZx6RS0,500,510
macnXLRXbHU,30,40
madJjLKi7HA,30,40
maeD_--0hXs,30,40
maeSHVZX8xc,60,70
mb9wdN5X1Lc,20,30
mbeFh6O1sz4,380,390
mcA_nVdrI0A,70,80
mcAsO331Z9s,30,40
mcQppzCub6Q,3,13
mcW6dEO9jx0,21,31
mcfrsTaSX0Y,450,460
mcnhvoxV0MM,220,230
mcyM8m5D8uE,30,40
md2197NFr6U,150,160
mdF8mqA6864,100,110
mdOZIOc8SA4,30,40
mdjjNCeVHlM,30,40
mdl1FaVWz5c,160,170
mdxVlQ69E0s,30,40
me8TJgINUCo,70,80
me8s0oanAgI,0,10
meDp9QWKHvo,550,560
meRSUP8yDlE,210,220
me_X5bkJBiA,240,250
metVVdfT_0w,10,20
mf7DRiLh9O8,110,120
mf7lZOWnUfs,100,110
mfAwXBjYQkk,300,310
mfOv9rXBIas,40,50
mgF-2P1XPwk,27,37
mgVU7begFtE,30,40
mgadzk41_oM,10,20
mggMsSBOgJ4,30,40
mglgIu_n6Bw,160,170
mglgm-Pa1uk,550,560
mgnurQzxmbg,10,20
mgy63-kva7E,330,340
mh1qPW97AvQ,40,50
mh3KaP-1oQM,130,140
mhAehJFIDk4,70,80
mhD7n0YxWMk,260,270
mhFeUbaq9uc,370,380
mhPP6pnisL4,10,20
mhZXWq239lI,0,10
mhdhVMlSbv8,160,170
mher704il6I,270,280
mhmbzf2Bb7s,80,90
mhru3GXbkHY,30,40
mhuCtff8KzI,30,40
mhwXJqvRaDw,80,90
mi-s3pLeR3U,30,40
milHiN94luM,30,40
miolIDLT1MY,90,100
miqwRA1QLw8,100,110
miwuZGdJKtI,80,90
mixOlOTYoq8,60,70
mjCjss_Ot9g,160,170
mjRn09RQjSw,80,90
mjSyG6qksOo,180,190
mjYpSGVocWM,0,10
mjZylz3nCwQ,230,240
mjeUSD_pC9I,50,60
mjhonmjOPRA,5,15
mk3b2BgeyhA,40,50
mkCSJLUMjkM,16,26
mkHWvl9nhBo,30,40
mkM-NrxqNXA,30,40
mkQ2pXkYjRM,30,40
mkcMF8slW94,30,40
mkfXplU5Ta4,50,60
mkl6aKt1vII,170,180
ml4jCmaysuk,90,100
ml8Zqw8T154,40,50
mlJ28r8YxOg,30,40
mlKprdc4W94,0,10
mlPtGad-EWw,30,40
mlhRmzInSeA,500,510
mlpTCec4igo,90,100
mlrarQ5nVlU,170,180
mlyqHWMXEXY,530,540
mm0bW4giN0g,0,10
mm3aJ78TXak,30,40
mm3rBzXQI-k,0,10
mmAigxjQbtE,100,110
mmFy-IgqOY8,40,50
mmIAHgvIFDA,260,270
mmL5v36jxhQ,490,500
mmRtJhecp14,520,530
mmUnFhFelUI,340,350
mmWIB3zPx9U,30,40
mmz6uoEWxuE,30,40
mnCZ8qvfd3A,30,40
mncRKLJKky4,13,23
mnerUsvZF-M,260,270
mnh9RHyGB9A,60,70
mnsjeTIqbYw,30,40
moJ0R4TKY0E,30,40
mpS0tUb_4q8,60,70
mpgXBCjHfmY,30,40
mpikDeSk-mM,30,40
mpvXIj1maK8,0,10
mpymEs4Mcw8,50,60
mpysslA_qXc,30,40
mqutrIKQ0wM,0,10
mraRXjjIAUc,190,200
mrizjiY5PvI,30,40
mrlht2qDbuQ,90,100
mrua3fuQgHg,100,110
mrwREyYUFMc,0,10
msZvt9_kbuU,20,30
msnm_tYXcYw,40,50
mt0yYRDpd74,30,40
mtLO4RcFIG0,10,20
mtapmFDmImA,70,80
mtjUgt-IUV8,60,70
mtkzMU5w3ms,10,20
mtlPekeC9n8,480,490
mtpJRq42irM,30,40
mtuiEDBKgBU,0,10
mu0dlj8ibA4,30,40
mu15Ib_0mgs,30,40
mu5K4FA2rVw,150,160
muNZxQqWnt0,20,30
muTEkKFEoGY,30,40
musurEy0zWI,390,400
mv1-e-GmoNQ,0,10
mvR4q_p6Bz4,50,60
mvuyZMh6vD8,30,40
mw6Ffj6Pzss,50,60
mwA_Z3AgWxw,500,510
mwG7z_aowKw,40,50
mwLrABPxvgA,50,60
mwV1X8bpi2g,120,130
mwafAXvcoso,90,100
mwe2416JIO8,300,310
mwqluX7sXXU,240,250
mwwnfWgV_5U,160,170
mx7kjFY7ALs,170,180
mxgSJtIvyQg,170,180
mxx2CYAGGkg,60,70
my3ozhGOpsg,190,200
my65DVXCPu4,30,40
myGef3nriL8,30,40
myGffB4WcF8,30,40
myWiV_HMXtc,10,20
mym2LZ1va6I,30,40
mys9igOwNMI,40,50
myzIiNfXJnY,400,410
myzjkrssNL8,30,40
mz0yo2lOYjo,430,440
mzEQDMWp8ac,150,160
mzEjk1mXMVM,390,400
mza0DdYCGM4,180,190
mziZiYYd8hI,270,280
n-4rwju_TuM,0,10
n-Atq36RIKU,230,240
n-mILxgbGZk,270,280
n-ndePnWdjg,10,20
n-qlHKbwTzQ,15,25
n00NFbjv3WU,10,20
n05Ux8FKUSQ,30,40
n08qMfFB_UM,190,200
n0AtY_cAz04,60,70
n0Jc1i6Ns4g,30,40
n0P4klG9TFE,10,20
n0fEWekE2P0,30,40
n0l3y811vWk,30,40
n16ZUTfZtDM,0,10
n179cK8EubU,320,330
n1IVntUseL4,190,200
n1PTn_NH_K0,150,160
n1zRnTCaiE0,40,50
n27GpYJ_2Hs,30,40
n2SLCHAvUVk,190,200
n2g-33m8YRw,30,40
n34UcYLSKxQ,40,50
n3EeS2mVU5w,30,40
n3LBDC2ti44,140,150
n3QsFeGadEE,30,40
n42NV4Er05I,420,430
n49a9hw0iag,160,170
n4QSYx4wVQg,30,40
n4SB8G0dAYw,30,40
n4bJkDNg7x0,140,150
n4dp-4JcUUA,270,280
n4o1r8Ai66o,30,40
n5BA9O6I0Wo,350,360
n5CNDVuGtK0,80,90
n5g96qczt5E,150,160
